주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
KL-260213-0379,2026-02-13,19:59,컬리,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,경기,배송완료
NV-260213-00380,2026-02-13,21:42,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
NV-260213-00381,2026-02-13,23:56,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
NV-260213-00381,2026-02-13,23:56,네이버,세트,베스트 4종 세트,NM-5000001,3,55000,165000,서울,배송완료
29-100382,2026-02-13,12:47,29CM,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,경기,배송완료
29-100382,2026-02-13,12:47,29CM,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
29-100383,2026-02-13,06:51,29CM,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
29-100383,2026-02-13,06:51,29CM,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,경기,배송완료
29-100383,2026-02-13,06:51,29CM,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경기,배송완료
KL-260213-0384,2026-02-13,20:50,컬리,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,경기,반품완료
KL-260213-0384,2026-02-13,20:50,컬리,MD상품,키링 포 모양,NM-4000002,3,12000,36000,경기,반품완료
KL-260213-0385,2026-02-13,16:41,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,교환완료
CP-4000000386,2026-02-14,20:31,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,충북,배송완료
CP-4000000387,2026-02-14,19:09,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,제주,반품완료
CP-4000000387,2026-02-14,19:09,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,제주,반품완료
NV-260214-00388,2026-02-14,19:49,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
KL-260214-0389,2026-02-14,22:43,컬리,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,배송완료
KL-260214-0389,2026-02-14,22:43,컬리,세트,베스트 4종 세트,NM-5000001,3,55000,165000,서울,배송완료
NV-260214-00390,2026-02-14,08:10,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,서울,배송완료
NV-260214-00390,2026-02-14,08:10,네이버,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,서울,배송완료
NV-260214-00390,2026-02-14,08:10,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,서울,배송완료
KL-260214-0391,2026-02-14,21:48,컬리,세트,전맛 6종 세트,NM-5000002,1,89000,89000,인천,배송완료
NV-260214-00392,2026-02-14,05:53,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,전북,배송완료
NV-260214-00392,2026-02-14,05:53,네이버,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,전북,배송완료
NV-260214-00392,2026-02-14,05:53,네이버,MD상품,뉴믹스 에코백,NM-4000004,2,18000,36000,전북,배송완료
CP-4000000393,2026-02-14,16:37,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,부산,배송완료
NV-260214-00394,2026-02-14,15:54,네이버,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,제주,배송완료
NV-260214-00394,2026-02-14,15:54,네이버,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,제주,배송완료
NV-260214-00394,2026-02-14,15:54,네이버,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,제주,배송완료
29-100395,2026-02-14,16:49,29CM,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,대전,배송완료
CP-4000000396,2026-02-14,20:13,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,서울,반품완료
CP-4000000396,2026-02-14,20:13,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,서울,반품완료
CP-4000000397,2026-02-14,11:51,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
NV-260214-00398,2026-02-14,20:52,네이버,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,서울,배송완료
NV-260214-00399,2026-02-14,14:01,네이버,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,경기,배송완료
NV-260214-00400,2026-02-14,12:54,네이버,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,제주,교환완료
NV-260214-00400,2026-02-14,12:54,네이버,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,제주,교환완료
NV-260214-00401,2026-02-14,00:38,네이버,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,강원,배송완료
NV-260214-00401,2026-02-14,00:38,네이버,커피포,민트초코맛 커피포,NM-2000014,2,15900,31800,강원,배송완료
KL-260214-0402,2026-02-14,02:11,컬리,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,전남,배송완료
KL-260214-0402,2026-02-14,02:11,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,전남,배송완료
CP-4000000403,2026-02-14,05:52,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,3,5500,16500,울산,배송완료
KL-260214-0404,2026-02-14,18:58,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,제주,배송완료
KL-260214-0404,2026-02-14,18:58,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,제주,배송완료
KL-260214-0404,2026-02-14,18:58,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,제주,배송완료
NV-260214-00405,2026-02-14,07:28,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
NV-260214-00405,2026-02-14,07:28,네이버,스낵,오란다 오리지널,NM-3000003,1,4500,4500,서울,배송완료
CP-4000000406,2026-02-14,19:52,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,대구,배송완료
NV-260214-00407,2026-02-14,22:26,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,광주,배송완료
CP-4000000408,2026-02-14,17:44,쿠팡,MD상품,키링 포 모양,NM-4000002,3,12000,36000,대구,교환완료
KL-260214-0409,2026-02-14,20:55,컬리,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,대전,배송완료
KL-260214-0409,2026-02-14,20:55,컬리,세트,전맛 6종 세트,NM-5000002,2,89000,178000,대전,배송완료
CP-4000000410,2026-02-14,13:42,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,부산,배송완료
CP-4000000410,2026-02-14,13:42,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,부산,배송완료
CP-4000000411,2026-02-14,13:51,쿠팡,세트,전맛 6종 세트,NM-5000002,1,89000,89000,서울,배송완료
NV-260214-00412,2026-02-14,12:22,네이버,커피포,바나나우유맛 커피포,NM-2000043,3,15900,47700,인천,배송완료
NV-260214-00412,2026-02-14,12:22,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,인천,배송완료
CP-4000000413,2026-02-14,20:26,쿠팡,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,경기,배송완료
CP-4000000413,2026-02-14,20:26,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,경기,배송완료
CP-4000000413,2026-02-14,20:26,쿠팡,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,경기,배송완료
KL-260215-0414,2026-02-15,16:02,컬리,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,전남,배송완료
KL-260215-0414,2026-02-15,16:02,컬리,MD상품,키링 mix man,NM-4000001,3,12000,36000,전남,배송완료
KL-260215-0414,2026-02-15,16:02,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,전남,배송완료
NV-260215-00415,2026-02-15,20:24,네이버,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,서울,교환완료
NV-260215-00416,2026-02-15,20:45,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,서울,배송완료
NV-260215-00417,2026-02-15,21:59,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,서울,배송완료
KL-260215-0418,2026-02-15,16:12,컬리,세트,선물세트 (3입x4종),NM-5000003,3,32000,96000,경기,배송완료
KL-260215-0418,2026-02-15,16:12,컬리,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,경기,배송완료
KL-260215-0419,2026-02-15,16:21,컬리,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,경기,배송완료
KL-260215-0420,2026-02-15,03:44,컬리,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,강원,배송완료
CP-4000000421,2026-02-15,20:49,쿠팡,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,강원,배송완료
CP-4000000421,2026-02-15,20:49,쿠팡,세트,베스트 4종 세트,NM-5000001,3,55000,165000,강원,배송완료
CP-4000000421,2026-02-15,20:49,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,강원,배송완료
29-100422,2026-02-15,21:02,29CM,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
CP-4000000423,2026-02-15,13:48,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,경기,배송완료
CP-4000000423,2026-02-15,13:48,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
KL-260215-0424,2026-02-15,14:26,컬리,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,강원,교환완료
KL-260215-0424,2026-02-15,14:26,컬리,MD상품,키링 mix man,NM-4000001,2,12000,24000,강원,교환완료
NV-260215-00425,2026-02-15,20:35,네이버,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,서울,교환완료
NV-260215-00426,2026-02-15,09:11,네이버,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,서울,배송완료
NV-260215-00426,2026-02-15,09:11,네이버,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,서울,배송완료
29-100427,2026-02-15,19:32,29CM,세트,전맛 6종 세트,NM-5000002,1,89000,89000,대구,배송완료
29-100427,2026-02-15,19:32,29CM,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,대구,배송완료
CP-4000000428,2026-02-15,11:13,쿠팡,커피포,민트초코맛 커피포,NM-2000014,2,15900,31800,부산,배송완료
NV-260215-00429,2026-02-15,20:09,네이버,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,경기,배송완료
NV-260215-00429,2026-02-15,20:09,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
NV-260215-00430,2026-02-15,18:05,네이버,스낵,오란다 오리지널,NM-3000003,1,4500,4500,충남,배송완료
KL-260215-0431,2026-02-15,16:35,컬리,스낵,오란다 오리지널,NM-3000003,1,4500,4500,광주,교환완료
KL-260215-0431,2026-02-15,16:35,컬리,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,광주,교환완료
CP-4000000432,2026-02-15,17:29,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
CP-4000000432,2026-02-15,17:29,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,3,15900,47700,경기,배송완료
NV-260215-00433,2026-02-15,08:35,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,서울,배송완료
NV-260215-00433,2026-02-15,08:35,네이버,세트,전맛 6종 세트,NM-5000002,3,89000,267000,서울,배송완료
CP-4000000434,2026-02-15,22:00,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,경북,배송완료
CP-4000000434,2026-02-15,22:00,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,경북,배송완료
NV-260215-00435,2026-02-15,13:42,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
KL-260215-0436,2026-02-15,19:12,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
KL-260215-0437,2026-02-15,20:06,컬리,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경남,배송완료
KL-260215-0437,2026-02-15,20:06,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,경남,배송완료
KL-260215-0438,2026-02-15,16:05,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,경기,배송완료
CP-4000000439,2026-02-15,19:32,쿠팡,세트,전맛 6종 세트,NM-5000002,1,89000,89000,인천,배송완료
29-100440,2026-02-16,18:58,29CM,세트,전맛 6종 세트,NM-5000002,2,89000,178000,서울,배송완료
KL-260216-0441,2026-02-16,19:41,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
KL-260216-0441,2026-02-16,19:41,컬리,스낵,오란다 오리지널,NM-3000003,2,4500,9000,경기,배송완료
29-100442,2026-02-16,23:47,29CM,세트,베스트 4종 세트,NM-5000001,2,55000,110000,서울,배송완료
CP-4000000443,2026-02-16,19:17,쿠팡,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,경북,배송완료
NV-260216-00444,2026-02-16,21:45,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,전북,반품완료
NV-260216-00445,2026-02-16,16:45,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,광주,반품완료
NV-260216-00446,2026-02-16,17:13,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
NV-260216-00446,2026-02-16,17:13,네이버,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,서울,배송완료
NV-260216-00447,2026-02-16,15:29,네이버,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,대구,배송완료
NV-260216-00447,2026-02-16,15:29,네이버,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,대구,배송완료
NV-260216-00447,2026-02-16,15:29,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,대구,배송완료
29-100448,2026-02-16,09:52,29CM,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,3,5500,16500,전남,배송완료
29-100448,2026-02-16,09:52,29CM,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,전남,배송완료
KL-260216-0449,2026-02-16,21:13,컬리,세트,베스트 4종 세트,NM-5000001,2,55000,110000,강원,배송완료
KL-260216-0449,2026-02-16,21:13,컬리,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,강원,배송완료
KL-260216-0449,2026-02-16,21:13,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,강원,배송완료
29-100450,2026-02-16,18:54,29CM,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,부산,배송완료
29-100451,2026-02-16,20:41,29CM,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,경기,배송완료
29-100451,2026-02-16,20:41,29CM,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,경기,배송완료
29-100451,2026-02-16,20:41,29CM,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,경기,배송완료
KL-260216-0452,2026-02-16,21:48,컬리,커피포,화이트베리모카맛 커피포,NM-2000013,3,15900,47700,서울,배송완료
KL-260216-0452,2026-02-16,21:48,컬리,MD상품,도자기컵,NM-4000003,3,28000,84000,서울,배송완료
KL-260216-0452,2026-02-16,21:48,컬리,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,서울,배송완료
29-100453,2026-02-16,15:44,29CM,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,경기,반품완료
KL-260216-0454,2026-02-16,01:35,컬리,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,충북,배송완료
KL-260216-0454,2026-02-16,01:35,컬리,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,충북,배송완료
KL-260216-0455,2026-02-16,06:36,컬리,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,경기,배송완료
KL-260216-0456,2026-02-16,09:10,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,경기,배송완료
KL-260216-0456,2026-02-16,09:10,컬리,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
CP-4000000457,2026-02-16,16:04,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,경기,배송완료
CP-4000000457,2026-02-16,16:04,쿠팡,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,경기,배송완료
CP-4000000457,2026-02-16,16:04,쿠팡,세트,선물세트 (3입x4종),NM-5000003,3,32000,96000,경기,배송완료
KL-260216-0458,2026-02-16,23:45,컬리,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,대전,배송완료
NV-260216-00459,2026-02-16,20:19,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
KL-260216-0460,2026-02-16,16:04,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,충남,배송완료
NV-260216-00461,2026-02-16,19:40,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경북,배송완료
NV-260216-00461,2026-02-16,19:40,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,경북,배송완료
NV-260216-00462,2026-02-16,21:00,네이버,MD상품,키링 포 모양,NM-4000002,3,12000,36000,부산,배송완료
NV-260216-00462,2026-02-16,21:00,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,부산,배송완료
NV-260216-00463,2026-02-16,10:05,네이버,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,서울,배송완료
NV-260216-00463,2026-02-16,10:05,네이버,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,서울,배송완료
KL-260216-0464,2026-02-16,21:57,컬리,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,부산,배송완료
KL-260216-0464,2026-02-16,21:57,컬리,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,부산,배송완료
CP-4000000465,2026-02-16,21:31,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
NV-260216-00466,2026-02-16,07:29,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,서울,배송완료
NV-260216-00467,2026-02-16,23:26,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,대전,배송완료
NV-260216-00467,2026-02-16,23:26,네이버,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,대전,배송완료
NV-260216-00467,2026-02-16,23:26,네이버,MD상품,키링 mix man,NM-4000001,1,12000,12000,대전,배송완료
CP-4000000468,2026-02-16,19:03,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,대구,배송완료
CP-4000000469,2026-02-16,08:08,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,경기,배송완료
CP-4000000469,2026-02-16,08:08,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,3,15900,47700,경기,배송완료
29-100470,2026-02-16,18:33,29CM,스낵,오란다 말차,NM-3000004,1,4500,4500,경기,배송완료
NV-260216-00471,2026-02-16,11:22,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,3,15900,47700,세종,반품완료
NV-260216-00471,2026-02-16,11:22,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,세종,반품완료
CP-4000000472,2026-02-16,09:57,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
CP-4000000472,2026-02-16,09:57,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,경기,배송완료
KL-260216-0473,2026-02-16,20:55,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,부산,배송완료
KL-260216-0473,2026-02-16,20:55,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,부산,배송완료
29-100474,2026-02-16,13:11,29CM,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,경북,반품완료
CP-4000000475,2026-02-16,15:26,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,인천,교환완료
CP-4000000475,2026-02-16,15:26,쿠팡,스낵,오란다 말차,NM-3000004,3,4500,13500,인천,교환완료
CP-4000000475,2026-02-16,15:26,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,인천,교환완료
CP-4000000476,2026-02-17,12:01,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,충북,배송완료
CP-4000000476,2026-02-17,12:01,쿠팡,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,충북,배송완료
CP-4000000476,2026-02-17,12:01,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,충북,배송완료
KL-260217-0477,2026-02-17,15:51,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
KL-260217-0477,2026-02-17,15:51,컬리,세트,전맛 6종 세트,NM-5000002,3,89000,267000,서울,배송완료
KL-260217-0477,2026-02-17,15:51,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,서울,배송완료
CP-4000000478,2026-02-17,21:03,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,제주,배송완료
CP-4000000478,2026-02-17,21:03,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,제주,배송완료
CP-4000000479,2026-02-17,16:17,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,인천,교환완료
CP-4000000480,2026-02-17,19:31,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,서울,배송완료
CP-4000000480,2026-02-17,19:31,쿠팡,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,서울,배송완료
CP-4000000480,2026-02-17,19:31,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,서울,배송완료
KL-260217-0481,2026-02-17,07:36,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,3,15900,47700,대구,반품완료
KL-260217-0481,2026-02-17,07:36,컬리,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,대구,반품완료
CP-4000000482,2026-02-17,19:16,쿠팡,MD상품,키링 mix man,NM-4000001,1,12000,12000,대구,배송완료
KL-260217-0483,2026-02-17,10:07,컬리,세트,베스트 4종 세트,NM-5000001,3,55000,165000,경기,배송완료
NV-260217-00484,2026-02-17,23:41,네이버,MD상품,키링 mix man,NM-4000001,1,12000,12000,광주,배송완료
NV-260217-00485,2026-02-17,06:17,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,서울,배송완료
NV-260217-00485,2026-02-17,06:17,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,서울,배송완료
NV-260217-00486,2026-02-17,20:26,네이버,MD상품,키링 포 모양,NM-4000002,2,12000,24000,광주,배송완료
CP-4000000487,2026-02-17,00:37,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,대구,배송완료
NV-260217-00488,2026-02-17,19:37,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,경기,반품완료
NV-260217-00488,2026-02-17,19:37,네이버,세트,전맛 6종 세트,NM-5000002,2,89000,178000,경기,반품완료
NV-260217-00489,2026-02-17,20:18,네이버,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,전북,배송완료
NV-260217-00489,2026-02-17,20:18,네이버,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,전북,배송완료
CP-4000000490,2026-02-17,22:02,쿠팡,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,서울,배송완료
CP-4000000491,2026-02-17,18:49,쿠팡,세트,전맛 6종 세트,NM-5000002,1,89000,89000,인천,배송완료
CP-4000000492,2026-02-17,23:53,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,경북,배송완료
CP-4000000492,2026-02-17,23:53,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,경북,배송완료
CP-4000000492,2026-02-17,23:53,쿠팡,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,경북,배송완료
NV-260217-00493,2026-02-17,10:51,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,강원,교환완료
NV-260217-00494,2026-02-17,20:15,네이버,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,대전,배송완료
29-100495,2026-02-17,12:03,29CM,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,경기,배송완료
KL-260217-0496,2026-02-17,11:55,컬리,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,경기,배송완료
KL-260217-0496,2026-02-17,11:55,컬리,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,경기,배송완료
NV-260217-00497,2026-02-17,22:39,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,강원,배송완료
NV-260217-00498,2026-02-17,15:34,네이버,스낵,오란다 오리지널,NM-3000003,2,4500,9000,경기,배송완료
NV-260217-00498,2026-02-17,15:34,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경기,배송완료
NV-260217-00498,2026-02-17,15:34,네이버,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,경기,배송완료
KL-260217-0499,2026-02-17,18:46,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,서울,배송완료
KL-260218-0500,2026-02-18,22:07,컬리,세트,전맛 6종 세트,NM-5000002,2,89000,178000,경북,배송완료
KL-260218-0501,2026-02-18,15:18,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
KL-260218-0501,2026-02-18,15:18,컬리,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,경기,배송완료
29-100502,2026-02-18,15:59,29CM,세트,전맛 6종 세트,NM-5000002,3,89000,267000,경기,반품완료
CP-4000000503,2026-02-18,18:55,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
29-100504,2026-02-18,22:21,29CM,세트,전맛 6종 세트,NM-5000002,1,89000,89000,서울,배송완료
CP-4000000505,2026-02-18,10:06,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,경기,배송완료
CP-4000000505,2026-02-18,10:06,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,경기,배송완료
CP-4000000506,2026-02-18,08:18,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,경기,교환완료
CP-4000000506,2026-02-18,08:18,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,경기,교환완료
CP-4000000506,2026-02-18,08:18,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,3,15900,47700,경기,교환완료
CP-4000000507,2026-02-18,21:09,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,경기,배송완료
CP-4000000507,2026-02-18,21:09,쿠팡,세트,베스트 4종 세트,NM-5000001,2,55000,110000,경기,배송완료
KL-260218-0508,2026-02-18,21:18,컬리,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,인천,배송완료
NV-260218-00509,2026-02-18,21:25,네이버,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,인천,배송완료
KL-260218-0510,2026-02-18,10:13,컬리,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,광주,배송완료
KL-260218-0510,2026-02-18,10:13,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,광주,배송완료
NV-260218-00511,2026-02-18,14:11,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,전남,배송완료
NV-260218-00512,2026-02-18,23:09,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,강원,배송완료
NV-260218-00512,2026-02-18,23:09,네이버,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,강원,배송완료
